image_name,x1,y1,x2,y2,x3,y3,x4,y4
background05-tax004-24.png,830.001,259.525,1255.04,323.929,1180.61,903.289,653.535,798.095
background02-magazine001-74.png,865.374,276.647,1212.2,253.192,1343.75,681.645,928.593,724.417
background01-letter003-171.png,740.88,297.078,1133.12,284.8,1240.34,797.64,764.786,834.449
background02-patent003-121.png,895.7,459.147,1189.23,388.292,1365.13,710.583,1013.7,803.436
background05-magazine001-26.png,783.535,261.112,1228.42,222.146,1288.45,862.106,769.851,882.902
background04-magazine005-62.png,1267.65,408.833,1355.2,793.452,611.927,779.11,652.395,381.484
background02-magazine001-53.png,858.904,255.991,1198.11,278.303,1213.74,685.886,800.191,659.158
background02-letter005-137.png,792.9,314.508,1147.03,233.868,1389.51,631.919,960.557,749.536
background04-magazine003-28.png,1117.56,421.601,1137.34,791.522,450.865,775.995,537.925,408.676
background03-magazine003-130.png,762.203,326.454,1119.01,298.913,1246.9,710.611,811.385,758.145
background01-datasheet001-152.png,757.827,143.453,1220.64,157.532,1278.27,800.661,735.199,797.575
background03-paper004-153.png,637.195,238.677,1078.18,214.475,1235.35,791.471,703.517,860.385
background03-paper004-175.png,633.968,240.565,1083.23,229.034,1272.56,826.303,744.022,907.212
background02-paper004-84.png,898.4,259.969,1236.11,265.863,1286.17,683.832,881.523,676.382
background04-letter001-137.png,1361.53,194.411,1527.39,725.787,668.128,895.528,580.109,310.349
background02-patent005-76.png,782.992,245.694,1159.19,293.626,1354.29,714.802,875.396,698.445
background02-paper003-38.png,767.241,231.067,1121.38,255.718,1228.75,737.42,827.274,750.646
background01-patent005-179.png,567.16,330.657,943.748,310.466,957.223,830.597,514.436,843.678
background05-datasheet005-45.png,721.692,259.821,1123.11,300.875,1210.63,841.641,721.169,832.34
background01-tax002-88.png,709.048,241.554,1129.96,255.463,1139.77,842.84,641.338,824.331
background01-patent004-100.png,839.547,227.243,1225.71,193.994,1363.7,721.443,925.819,780.7
background04-magazine001-37.png,1385.04,540.779,1295.57,936.572,626.352,726.601,808.053,390.354
background03-magazine001-122.png,781.925,330.807,1137.13,335.065,1183.03,781.84,746.272,780.626
background04-magazine003-45.png,1235.56,352.758,1326.57,714.723,616.394,768.058,640.921,393.717
background02-patent005-57.png,772.363,300.254,1137.86,317.264,1303.55,718.257,834.791,725.891
background04-paper004-97.png,1372.57,426.655,1371.76,874.874,622.419,722.239,730.821,257.509
background04-letter003-12.png,1415.63,266.629,1606.88,708.12,863.579,844.039,754.743,331.65
background01-patent002-136.png,734.773,169.556,1179.88,211.28,1131.15,829.757,593.43,764.57
background04-datasheet004-106.png,1337.74,457.217,1368.73,836.639,599.18,744.168,719.276,390.806
background02-patent005-26.png,863.042,305.37,1202.03,336.614,1192.3,754.593,777.663,711.612
background02-patent001-10.png,870.244,312.741,1204.2,317.379,1262.63,741.087,864.728,741.153
background02-letter002-164.png,675.003,281.839,1052.34,256.165,1151.61,734.015,699.04,781.897
background02-patent002-54.png,918.982,287.246,1255.33,239.878,1433.08,645.904,1034.02,717.962
background02-patent001-68.png,895.45,238.245,1248.45,277.729,1233.55,737.843,817.44,688.073
background03-datasheet004-78.png,799.206,195.056,1183.81,182.739,1273.59,694.503,830.06,720.015
background02-tax001-67.png,615.064,371.806,919.498,349.694,1008.01,697.765,652.854,742.203
background02-magazine005-153.png,841.905,302.875,1196.65,288.701,1289.27,722.326,856.927,743.334
background03-datasheet002-7.png,666.899,198.128,1152.24,151.981,1315.44,806.334,751.066,888.665
background03-letter001-169.png,897.972,333.519,1251.18,338.496,1414.42,827.111,1005.52,868.021
background03-datasheet004-102.png,886.473,267.416,1270.64,215.371,1437.19,737.152,998.906,814.859
background03-letter002-185.png,699.693,266.133,1100.81,198.227,1230.62,748.418,771.582,827.825
background02-datasheet005-163.png,886.991,281.729,1261.05,266.541,1376.93,753.791,944.172,779.018
background01-datasheet003-144.png,756.045,153.518,1185.83,153.8,1269.7,736.992,766.96,756.063
background03-tax003-65.png,908.739,198.739,1297.82,195.372,1373.23,711.969,910.199,717.257
background02-tax001-15.png,850.224,358.364,1182.81,345.378,1304.48,751.596,908.29,783.198
background01-paper003-37.png,738.669,349.277,1091.51,328.572,1230.97,745.076,796.381,790.946
