image_name,x1,y1,x2,y2,x3,y3,x4,y4
background01-datasheet001-0.png,698.087,200.476,1178.15,191.515,1253.18,869.656,692.141,891.077
background01-datasheet001-1.png,697.23,197.947,1179.66,188.863,1254.61,871.689,690.063,893.292
background01-datasheet001-10.png,688.902,207.181,1157.41,194.919,1230.92,855.719,685.454,880.838
background01-datasheet001-100.png,846.754,171.333,1301.69,137.063,1473.28,769.773,953.84,840.161
background01-datasheet001-102.png,849.958,172.963,1303.22,138.783,1476.5,767.589,959.888,837.831
background01-datasheet001-103.png,853.447,174.314,1304.53,139.586,1477.6,765.828,962.537,836.1
background01-datasheet001-104.png,854.592,175.236,1304.9,140.483,1479.52,765.989,965.275,836.883
background01-datasheet001-105.png,855.347,178.082,1305.03,144.101,1478.74,768.076,964.597,838.834
background01-datasheet001-106.png,855.287,177.68,1304.19,143.852,1478.65,765.359,965.249,835.397
background01-datasheet001-107.png,858.337,174.134,1307.15,141.002,1481.7,764.895,968.915,833.62
background01-datasheet001-108.png,862.498,176.058,1310.54,143.674,1486.64,766.071,974.683,834.654
background01-datasheet001-109.png,869.148,177.703,1316.49,144.737,1492.44,766.897,980.522,834.939
background01-datasheet001-11.png,686.107,208.973,1154.57,196.766,1229.66,855.979,684.247,881.045
background01-datasheet001-110.png,873.962,178.824,1321.36,146.599,1495.73,768.799,983.761,836.102
background01-datasheet001-111.png,876.592,181.439,1323.33,149.366,1496.78,769.853,984.852,836.469
background01-datasheet001-112.png,879.168,184.405,1324.52,153.119,1497.01,773.577,985.897,839.469
background01-datasheet001-113.png,881.821,186.736,1326.52,154.955,1499.57,773.536,987.872,838.848
background01-datasheet001-114.png,882.766,183.223,1328.98,152.079,1499.03,772.362,986.401,836.971
background01-datasheet001-115.png,881.461,184.422,1326.99,153.999,1495.42,775.106,983.476,839.004
background01-datasheet001-116.png,877.372,187.436,1322.88,157.005,1489.82,777.372,978.469,841.231
background01-datasheet001-117.png,873.337,187.504,1318.93,157.786,1485.79,778.216,973.83,841.992
background01-datasheet001-118.png,871.349,188.399,1317.0,159.486,1484.55,779.107,971.985,842.129
background01-datasheet001-119.png,870.025,189.306,1316.5,159.739,1482.41,780.732,968.341,843.263
background01-datasheet001-12.png,684.916,208.781,1153.38,195.127,1227.67,854.971,682.192,880.896
background01-datasheet001-120.png,868.645,191.227,1314.46,161.731,1479.44,783.387,965.41,845.313
background01-datasheet001-121.png,866.191,194.19,1312.09,164.748,1473.9,786.342,959.739,847.62
background01-datasheet001-122.png,860.195,194.402,1306.92,166.403,1467.19,787.366,952.275,847.782
background01-datasheet001-123.png,855.786,193.392,1301.94,166.176,1461.19,787.866,945.711,847.592
background01-datasheet001-124.png,852.555,193.579,1299.51,167.13,1456.43,789.592,940.105,847.958
background01-datasheet001-125.png,850.075,195.604,1297.06,169.285,1451.59,793.112,935.096,849.595
background01-datasheet001-126.png,846.669,196.498,1293.9,171.713,1445.88,794.016,928.062,849.633
background01-datasheet001-127.png,841.856,193.209,1290.47,169.819,1441.12,794.615,923.041,848.163
background01-datasheet001-128.png,837.645,194.218,1286.7,173.197,1429.95,797.907,909.694,848.621
background01-datasheet001-129.png,832.474,192.444,1281.59,172.909,1423.26,797.695,902.961,846.931
background01-datasheet001-13.png,680.922,207.911,1148.77,194.859,1222.95,854.153,677.648,881.271
background01-datasheet001-130.png,830.034,189.288,1279.37,170.621,1419.97,796.017,897.697,843.93
background01-datasheet001-131.png,826.957,186.755,1278.53,168.821,1416.15,796.566,892.144,842.509
background01-datasheet001-132.png,826.713,184.803,1278.33,167.673,1414.36,795.381,890.277,839.94
background01-datasheet001-133.png,828.228,172.811,1284.56,157.866,1413.59,791.826,884.112,832.435
background01-datasheet001-134.png,823.144,172.685,1279.11,159.418,1403.77,794.683,872.287,832.627
background01-datasheet001-135.png,818.06,171.356,1276.18,159.536,1396.46,796.489,864.484,831.668
background01-datasheet001-136.png,815.535,169.416,1273.82,159.172,1390.84,796.077,858.1,829.143
background01-datasheet001-137.png,813.276,167.989,1272.38,159.907,1385.57,797.785,852.616,828.642
background01-datasheet001-138.png,811.892,166.095,1271.81,159.617,1381.86,797.424,848.028,825.507
background01-datasheet001-139.png,811.965,166.637,1269.45,162.742,1371.77,800.143,837.371,824.146
background01-datasheet001-14.png,675.953,207.845,1144.52,194.085,1218.73,854.056,672.659,881.29
background01-datasheet001-140.png,806.917,165.799,1265.12,162.674,1365.97,800.093,831.404,822.694
background01-datasheet001-141.png,804.203,164.977,1262.53,162.665,1358.62,801.55,823.844,822.17
background01-datasheet001-142.png,799.664,164.88,1257.51,164.144,1351.71,802.947,815.711,822.134
background01-datasheet001-143.png,795.53,164.295,1254.76,164.302,1345.33,803.945,809.598,821.076
background01-datasheet001-144.png,788.277,162.471,1247.21,166.341,1330.35,805.944,793.19,818.775
background01-datasheet001-145.png,782.13,160.659,1242.57,165.293,1322.7,804.926,784.581,816.35
background01-datasheet001-146.png,778.606,158.572,1238.48,164.047,1316.8,804.318,778.064,814.415
background01-datasheet001-147.png,774.487,155.864,1235.91,162.849,1311.93,803.928,771.621,811.919
background01-datasheet001-148.png,772.129,154.03,1234.35,161.784,1306.53,802.884,765.966,809.469
background01-datasheet001-149.png,770.103,147.131,1232.56,157.305,1298.3,799.011,756.82,801.479
background01-datasheet001-15.png,672.301,208.811,1140.8,194.243,1217.4,854.261,671.422,882.882
background01-datasheet001-150.png,766.668,143.363,1229.34,155.023,1292.53,798.294,749.701,799.366
background01-datasheet001-151.png,762.568,144.605,1226.0,156.971,1286.94,800.346,743.94,800.658
background01-datasheet001-152.png,757.827,143.453,1220.64,157.532,1278.27,800.661,735.199,797.575
background01-datasheet001-153.png,758.225,143.293,1221.18,157.5,1275.53,801.198,731.66,796.862
background01-datasheet001-154.png,756.038,144.508,1219.04,159.43,1271.82,803.961,727.899,798.911
background01-datasheet001-155.png,753.101,148.805,1214.84,163.269,1264.88,807.32,720.349,801.13
background01-datasheet001-156.png,751.937,149.953,1214.42,165.191,1262.2,809.256,717.473,801.659
background01-datasheet001-157.png,750.324,150.557,1212.25,165.942,1257.44,809.015,712.065,800.782
background01-datasheet001-158.png,743.339,149.788,1205.95,165.154,1250.46,809.781,704.939,800.936
background01-datasheet001-159.png,743.175,150.487,1205.91,165.161,1250.25,809.649,703.433,801.578
background01-datasheet001-16.png,670.244,210.418,1138.76,195.228,1216.05,854.277,669.431,882.982
background01-datasheet001-160.png,738.162,148.862,1203.17,163.437,1244.53,809.601,696.033,801.551
background01-datasheet001-161.png,731.398,149.168,1197.01,162.89,1238.58,810.711,690.622,803.417
background01-datasheet001-162.png,725.28,150.766,1191.01,163.094,1233.89,812.174,684.016,805.821
background01-datasheet001-163.png,720.629,152.665,1186.97,163.476,1231.55,812.541,681.629,807.646
background01-datasheet001-164.png,719.334,155.762,1185.7,165.047,1228.68,817.11,678.67,813.156
background01-datasheet001-165.png,716.167,164.137,1181.8,172.085,1225.44,822.332,675.515,819.182
background01-datasheet001-166.png,712.138,165.822,1177.67,171.582,1221.38,821.671,672.064,820.079
background01-datasheet001-167.png,710.727,170.388,1174.92,175.531,1219.07,826.098,669.3,824.695
background01-datasheet001-168.png,707.754,173.414,1172.76,178.551,1216.85,829.87,665.7,828.507
background01-datasheet001-169.png,710.949,183.588,1173.83,187.564,1217.49,839.021,666.54,836.665
background01-datasheet001-17.png,667.13,210.315,1135.67,194.381,1212.17,853.394,665.513,882.838
background01-datasheet001-170.png,709.788,185.731,1173.5,191.212,1214.83,841.97,663.069,838.101
background01-datasheet001-171.png,707.634,184.967,1172.21,191.156,1211.91,843.497,658.715,838.954
background01-datasheet001-172.png,706.894,187.877,1171.41,194.131,1214.18,847.111,660.423,841.973
background01-datasheet001-173.png,712.623,189.092,1176.37,194.904,1219.76,845.117,666.068,838.737
background01-datasheet001-174.png,722.099,177.587,1188.05,184.17,1224.68,836.708,670.393,827.66
background01-datasheet001-175.png,723.615,171.437,1190.44,178.141,1223.83,831.235,668.006,820.944
background01-datasheet001-176.png,722.705,165.957,1190.24,173.297,1222.97,828.871,667.025,817.892
background01-datasheet001-177.png,725.299,157.507,1193.7,167.056,1222.51,825.036,665.685,811.267
background01-datasheet001-178.png,725.314,161.613,1193.72,171.906,1222.53,829.924,665.713,815.415
background01-datasheet001-179.png,727.721,160.248,1196.31,172.217,1221.07,827.0,663.466,810.279
background01-datasheet001-18.png,663.477,209.491,1131.92,193.465,1210.1,852.613,664.161,882.687
background01-datasheet001-180.png,724.794,158.563,1194.08,170.451,1218.18,826.882,660.454,810.188
background01-datasheet001-181.png,722.739,155.477,1192.1,168.157,1216.11,823.784,657.744,806.343
