image_name,x1,y1,x2,y2,x3,y3,x4,y4
aze_passport_99_000223.jpg,104.0,730.0,1004.0,773.0,997.0,1418.0,76.0,1369.0
esp_id_49_000301.jpg,146.0,855.0,736.0,385.0,1022.0,763.0,437.0,1215.0
est_id_48_000259.jpg,249.0,964.0,887.0,1031.0,846.0,1447.0,209.0,1363.0
esp_id_28_000067.jpg,140.0,535.0,948.0,524.0,959.0,1034.0,139.0,1045.0
aze_passport_54_000301.jpg,116.0,681.0,948.0,676.0,939.0,1262.0,133.0,1250.0
svk_id_64_000283.jpg,170.0,718.0,872.0,730.0,858.0,1175.0,153.0,1160.0
srb_passport_63_000133.jpg,122.0,718.0,1026.0,659.0,1066.0,1249.0,193.0,1382.0
esp_id_25_000145.jpg,160.0,404.0,1024.0,478.0,990.0,1011.0,115.0,951.0
svk_id_69_000145.jpg,17.0,878.0,667.0,736.0,764.0,1134.0,93.0,1292.0
est_id_10_000265.jpg,161.0,469.0,969.0,414.0,1005.0,917.0,103.0,935.0
lva_passport_12_000163.jpg,133.0,768.0,985.0,780.0,1061.0,1364.0,41.0,1358.0
svk_id_68_000115.jpg,167.0,455.0,925.0,450.0,896.0,961.0,114.0,915.0
grc_passport_05_000517.jpg,132.0,727.0,992.0,723.0,1015.0,1379.0,26.0,1328.0
lva_passport_06_000145.jpg,89.0,630.0,1079.0,635.0,1079.0,1390.0,69.0,1317.0
rus_internalpassport_27_000151.jpg,158.0,752.0,991.0,655.0,1040.0,1305.0,84.0,1320.0
aze_passport_94_000331.jpg,72.0,431.0,934.0,550.0,905.0,1151.0,0.0,1051.0
lva_passport_77_000235.jpg,378.0,771.0,918.0,739.0,1043.0,1249.0,571.0,1567.0
esp_id_09_000199.jpg,83.0,560.0,1079.0,597.0,1068.0,1216.0,92.0,1220.0
grc_passport_44_000205.jpg,214.0,707.0,839.0,840.0,726.0,1214.0,155.0,1107.0
est_id_72_000415.jpg,221.0,680.0,1014.0,749.0,1039.0,1183.0,43.0,1062.0
grc_passport_60_000289.jpg,85.0,565.0,933.0,573.0,923.0,1184.0,67.0,1159.0
est_id_01_000211.jpg,185.0,451.0,1056.0,434.0,1079.0,964.0,78.0,945.0
